Input (Dec),Expected (Float),FPGA (Q8.8),Abs Error,Error (LSB),Status
482,21.9545,21.9531,0.001373,0.35 LSB,PASS
483,21.9773,21.9766,0.000698,0.18 LSB,PASS
484,22.0000,22.0000,0.000000,0.00 LSB,PASS
485,22.0227,22.0195,0.003184,0.82 LSB,PASS
486,22.0454,22.0430,0.002439,0.62 LSB,PASS
487,22.0681,22.0664,0.001670,0.43 LSB,PASS
488,22.0907,22.0898,0.000878,0.22 LSB,PASS
489,22.1133,22.1133,0.000063,0.02 LSB,PASS
490,22.1359,22.1328,0.003131,0.80 LSB,PASS
491,22.1585,22.1562,0.002270,0.58 LSB,PASS
492,22.1811,22.1797,0.001386,0.35 LSB,PASS
493,22.2036,22.2031,0.000478,0.12 LSB,PASS
494,22.2261,22.2227,0.003455,0.88 LSB,PASS
495,22.2486,22.2461,0.002502,0.64 LSB,PASS
496,22.2711,22.2695,0.001526,0.39 LSB,PASS
497,22.2935,22.2930,0.000528,0.14 LSB,PASS
498,22.3159,22.3125,0.003414,0.87 LSB,PASS
499,22.3383,22.3359,0.002370,0.61 LSB,PASS
500,22.3607,22.3594,0.001305,0.33 LSB,PASS
501,22.3830,22.3828,0.000217,0.06 LSB,PASS
502,22.4054,22.4023,0.003013,0.77 LSB,PASS
503,22.4277,22.4258,0.001880,0.48 LSB,PASS
504,22.4499,22.4492,0.000726,0.19 LSB,PASS
505,22.4722,22.4688,0.003455,0.88 LSB,PASS
506,22.4944,22.4922,0.002256,0.58 LSB,PASS
507,22.5167,22.5156,0.001035,0.27 LSB,PASS
508,22.5389,22.5352,0.003699,0.95 LSB,PASS
509,22.5610,22.5586,0.002435,0.62 LSB,PASS
510,22.5832,22.5820,0.001148,0.29 LSB,PASS
511,22.6053,22.6016,0.003747,0.96 LSB,PASS
512,22.6274,22.6250,0.002417,0.62 LSB,PASS
513,22.6495,22.6445,0.004972,1.27 LSB,PASS
514,22.6716,22.6680,0.003599,0.92 LSB,PASS
515,22.6936,22.6875,0.006111,1.56 LSB,PASS
516,22.7156,22.7109,0.004696,1.20 LSB,PASS
517,22.7376,22.7344,0.003259,0.83 LSB,PASS
518,22.7596,22.7539,0.005707,1.46 LSB,PASS
519,22.7816,22.7773,0.004228,1.08 LSB,PASS
520,22.8035,22.8008,0.002727,0.70 LSB,PASS
521,22.8254,22.8203,0.005112,1.31 LSB,PASS
522,22.8473,22.8438,0.003569,0.91 LSB,PASS
523,22.8692,22.8633,0.005912,1.51 LSB,PASS
524,22.8910,22.8867,0.004328,1.11 LSB,PASS
525,22.9129,22.9102,0.002722,0.70 LSB,PASS
526,22.9347,22.9297,0.005002,1.28 LSB,PASS
527,22.9565,22.9531,0.003356,0.86 LSB,PASS
528,22.9783,22.9727,0.005594,1.43 LSB,PASS
529,23.0000,22.9961,0.003906,1.00 LSB,PASS
530,23.0217,23.0156,0.006104,1.56 LSB,PASS
531,23.0434,23.0391,0.004375,1.12 LSB,PASS
532,23.0651,23.0625,0.002625,0.67 LSB,PASS
533,23.0868,23.0820,0.004762,1.22 LSB,PASS
534,23.1084,23.1055,0.002971,0.76 LSB,PASS
535,23.1301,23.1250,0.005067,1.30 LSB,PASS
536,23.1517,23.1484,0.003236,0.83 LSB,PASS
537,23.1733,23.1680,0.005292,1.35 LSB,PASS
538,23.1948,23.1914,0.003421,0.88 LSB,PASS
539,23.2164,23.2109,0.005436,1.39 LSB,PASS
540,23.2379,23.2344,0.003525,0.90 LSB,PASS
541,23.2594,23.2539,0.005500,1.41 LSB,PASS
542,23.2809,23.2773,0.003550,0.91 LSB,PASS
543,23.3024,23.2969,0.005485,1.40 LSB,PASS
544,23.3238,23.3203,0.003495,0.89 LSB,PASS
545,23.3452,23.3398,0.005391,1.38 LSB,PASS
546,23.3666,23.3633,0.003362,0.86 LSB,PASS
547,23.3880,23.3828,0.005219,1.34 LSB,PASS
548,23.4094,23.4062,0.003150,0.81 LSB,PASS
549,23.4307,23.4258,0.004968,1.27 LSB,PASS
550,23.4521,23.4492,0.002860,0.73 LSB,PASS
551,23.4734,23.4688,0.004639,1.19 LSB,PASS
552,23.4947,23.4883,0.006399,1.64 LSB,PASS
553,23.5160,23.5117,0.004233,1.08 LSB,PASS
554,23.5372,23.5312,0.005955,1.52 LSB,PASS
555,23.5584,23.5547,0.003750,0.96 LSB,PASS
556,23.5797,23.5742,0.005433,1.39 LSB,PASS
557,23.6008,23.5977,0.003191,0.82 LSB,PASS
558,23.6220,23.6172,0.004836,1.24 LSB,PASS
559,23.6432,23.6406,0.002556,0.65 LSB,PASS
560,23.6643,23.6602,0.004163,1.07 LSB,PASS
561,23.6854,23.6797,0.005751,1.47 LSB,PASS
562,23.7065,23.7031,0.003414,0.87 LSB,PASS
563,23.7276,23.7227,0.004965,1.27 LSB,PASS
564,23.7487,23.7461,0.002590,0.66 LSB,PASS
565,23.7697,23.7656,0.004104,1.05 LSB,PASS
566,23.7908,23.7852,0.005598,1.43 LSB,PASS
567,23.8118,23.8086,0.003168,0.81 LSB,PASS
568,23.8328,23.8281,0.004626,1.18 LSB,PASS
569,23.8537,23.8477,0.006065,1.55 LSB,PASS
570,23.8747,23.8711,0.003579,0.92 LSB,PASS
571,23.8956,23.8906,0.004981,1.28 LSB,PASS
572,23.9165,23.9102,0.006365,1.63 LSB,PASS
573,23.9374,23.9336,0.003825,0.98 LSB,PASS
574,23.9583,23.9531,0.005172,1.32 LSB,PASS
575,23.9792,23.9766,0.002595,0.66 LSB,PASS
576,24.0000,23.9961,0.003906,1.00 LSB,PASS
577,24.0208,24.0156,0.005199,1.33 LSB,PASS
578,24.0416,24.0391,0.002568,0.66 LSB,PASS
579,24.0624,24.0586,0.003825,0.98 LSB,PASS
580,24.0832,24.0781,0.005064,1.30 LSB,PASS
581,24.1039,24.0977,0.006285,1.61 LSB,PASS
582,24.1247,24.1211,0.003582,0.92 LSB,PASS
583,24.1454,24.1406,0.004768,1.22 LSB,PASS
584,24.1661,24.1602,0.005936,1.52 LSB,PASS
585,24.1868,24.1836,0.003179,0.81 LSB,PASS
586,24.2074,24.2031,0.004312,1.10 LSB,PASS
587,24.2281,24.2227,0.005427,1.39 LSB,PASS
588,24.2487,24.2461,0.002618,0.67 LSB,PASS
589,24.2693,24.2656,0.003697,0.95 LSB,PASS
590,24.2899,24.2852,0.004759,1.22 LSB,PASS
591,24.3105,24.3047,0.005804,1.49 LSB,PASS
592,24.3311,24.3281,0.002925,0.75 LSB,PASS
593,24.3516,24.3477,0.003935,1.01 LSB,PASS
594,24.3721,24.3672,0.004928,1.26 LSB,PASS
595,24.3926,24.3867,0.005903,1.51 LSB,PASS
596,24.4131,24.4102,0.002955,0.76 LSB,PASS
597,24.4336,24.4297,0.003896,1.00 LSB,PASS
598,24.4540,24.4492,0.004820,1.23 LSB,PASS
599,24.4745,24.4688,0.005727,1.47 LSB,PASS
600,24.4949,24.4922,0.002710,0.69 LSB,PASS
601,24.5153,24.5117,0.003583,0.92 LSB,PASS
602,24.5357,24.5312,0.004438,1.14 LSB,PASS
603,24.5561,24.5508,0.005277,1.35 LSB,PASS
604,24.5764,24.5703,0.006099,1.56 LSB,PASS
605,24.5967,24.5938,0.002998,0.77 LSB,PASS
606,24.6171,24.6133,0.003786,0.97 LSB,PASS
607,24.6374,24.6328,0.004557,1.17 LSB,PASS
608,24.6577,24.6523,0.005312,1.36 LSB,PASS
609,24.6779,24.6719,0.006050,1.55 LSB,PASS
610,24.6982,24.6953,0.002866,0.73 LSB,PASS
611,24.7184,24.7148,0.003570,0.91 LSB,PASS
612,24.7386,24.7344,0.004259,1.09 LSB,PASS
613,24.7588,24.7539,0.004931,1.26 LSB,PASS
614,24.7790,24.7734,0.005586,1.43 LSB,PASS
615,24.7992,24.7930,0.006225,1.59 LSB,PASS
616,24.8193,24.8164,0.002941,0.75 LSB,PASS
617,24.8395,24.8359,0.003547,0.91 LSB,PASS
618,24.8596,24.8555,0.004137,1.06 LSB,PASS
619,24.8797,24.8750,0.004711,1.21 LSB,PASS
620,24.8998,24.8945,0.005268,1.35 LSB,PASS
621,24.9199,24.9141,0.005809,1.49 LSB,PASS
622,24.9399,24.9336,0.006334,1.62 LSB,PASS
623,24.9600,24.9570,0.002937,0.75 LSB,PASS
624,24.9800,24.9766,0.003429,0.88 LSB,PASS
625,25.0000,24.9961,0.003906,1.00 LSB,PASS
626,25.0200,25.0156,0.004367,1.12 LSB,PASS
627,25.0400,25.0352,0.004812,1.23 LSB,PASS
628,25.0599,25.0547,0.005241,1.34 LSB,PASS
629,25.0799,25.0742,0.005654,1.45 LSB,PASS
630,25.0998,25.0938,0.006051,1.55 LSB,PASS
631,25.1197,25.1133,0.006432,1.65 LSB,PASS
632,25.1396,25.1367,0.002891,0.74 LSB,PASS
633,25.1595,25.1562,0.003241,0.83 LSB,PASS
634,25.1794,25.1758,0.003575,0.92 LSB,PASS
635,25.1992,25.1953,0.003894,1.00 LSB,PASS
636,25.2190,25.2148,0.004197,1.07 LSB,PASS
637,25.2389,25.2344,0.004484,1.15 LSB,PASS
638,25.2587,25.2539,0.004756,1.22 LSB,PASS
639,25.2784,25.2734,0.005012,1.28 LSB,PASS
640,25.2982,25.2930,0.005253,1.34 LSB,PASS
641,25.3180,25.3125,0.005478,1.40 LSB,PASS
642,25.3377,25.3320,0.005688,1.46 LSB,PASS
643,25.3574,25.3516,0.005882,1.51 LSB,PASS
644,25.3772,25.3711,0.006061,1.55 LSB,PASS
645,25.3969,25.3906,0.006225,1.59 LSB,PASS
646,25.4165,25.4102,0.006374,1.63 LSB,PASS
647,25.4362,25.4297,0.006507,1.67 LSB,PASS
648,25.4558,25.4531,0.002719,0.70 LSB,PASS
649,25.4755,25.4727,0.002822,0.72 LSB,PASS
650,25.4951,25.4922,0.002910,0.74 LSB,PASS
651,25.5147,25.5117,0.002983,0.76 LSB,PASS
652,25.5343,25.5312,0.003041,0.78 LSB,PASS
653,25.5539,25.5508,0.003083,0.79 LSB,PASS
654,25.5734,25.5703,0.003111,0.80 LSB,PASS
655,25.5930,25.5898,0.003124,0.80 LSB,PASS
656,25.6125,25.6094,0.003122,0.80 LSB,PASS
657,25.6320,25.6289,0.003105,0.79 LSB,PASS
658,25.6515,25.6484,0.003073,0.79 LSB,PASS
659,25.6710,25.6680,0.003027,0.77 LSB,PASS
660,25.6905,25.6875,0.002965,0.76 LSB,PASS
661,25.7099,25.7070,0.002889,0.74 LSB,PASS
662,25.7294,25.7266,0.002798,0.72 LSB,PASS
663,25.7488,25.7422,0.006599,1.69 LSB,PASS
664,25.7682,25.7617,0.006479,1.66 LSB,PASS
665,25.7876,25.7812,0.006344,1.62 LSB,PASS
666,25.8070,25.8008,0.006195,1.59 LSB,PASS
667,25.8263,25.8203,0.006031,1.54 LSB,PASS
668,25.8457,25.8398,0.005852,1.50 LSB,PASS
669,25.8650,25.8594,0.005659,1.45 LSB,PASS
670,25.8844,25.8789,0.005452,1.40 LSB,PASS
671,25.9037,25.8984,0.005230,1.34 LSB,PASS
672,25.9230,25.9180,0.004994,1.28 LSB,PASS
673,25.9422,25.9375,0.004744,1.21 LSB,PASS
674,25.9615,25.9570,0.004479,1.15 LSB,PASS
675,25.9808,25.9766,0.004200,1.08 LSB,PASS
676,26.0000,25.9961,0.003906,1.00 LSB,PASS
677,26.0192,26.0156,0.003599,0.92 LSB,PASS
678,26.0384,26.0352,0.003277,0.84 LSB,PASS
679,26.0576,26.0547,0.002941,0.75 LSB,PASS
680,26.0768,26.0703,0.006497,1.66 LSB,PASS
681,26.0960,26.0898,0.006133,1.57 LSB,PASS
682,26.1151,26.1094,0.005755,1.47 LSB,PASS
683,26.1343,26.1289,0.005362,1.37 LSB,PASS
684,26.1534,26.1484,0.004956,1.27 LSB,PASS
685,26.1725,26.1680,0.004536,1.16 LSB,PASS
686,26.1916,26.1875,0.004102,1.05 LSB,PASS
687,26.2107,26.2070,0.003654,0.94 LSB,PASS
688,26.2298,26.2266,0.003192,0.82 LSB,PASS
689,26.2488,26.2422,0.006622,1.70 LSB,PASS
690,26.2679,26.2617,0.006132,1.57 LSB,PASS
691,26.2869,26.2812,0.005629,1.44 LSB,PASS
692,26.3059,26.3008,0.005112,1.31 LSB,PASS
693,26.3249,26.3203,0.004581,1.17 LSB,PASS
694,26.3439,26.3398,0.004036,1.03 LSB,PASS
695,26.3629,26.3594,0.003478,0.89 LSB,PASS
696,26.3818,26.3789,0.002906,0.74 LSB,PASS
697,26.4008,26.3945,0.006226,1.59 LSB,PASS
698,26.4197,26.4141,0.005627,1.44 LSB,PASS
699,26.4386,26.4336,0.005014,1.28 LSB,PASS
700,26.4575,26.4531,0.004388,1.12 LSB,PASS
701,26.4764,26.4727,0.003748,0.96 LSB,PASS
702,26.4953,26.4922,0.003095,0.79 LSB,PASS
703,26.5141,26.5078,0.006335,1.62 LSB,PASS
704,26.5330,26.5273,0.005655,1.45 LSB,PASS
705,26.5518,26.5469,0.004961,1.27 LSB,PASS
706,26.5707,26.5664,0.004254,1.09 LSB,PASS
707,26.5895,26.5859,0.003534,0.90 LSB,PASS
708,26.6083,26.6016,0.006707,1.72 LSB,PASS
709,26.6271,26.6211,0.005960,1.53 LSB,PASS
710,26.6458,26.6406,0.005200,1.33 LSB,PASS
711,26.6646,26.6602,0.004427,1.13 LSB,PASS
712,26.6833,26.6797,0.003641,0.93 LSB,PASS
713,26.7021,26.6953,0.006747,1.73 LSB,PASS
714,26.7208,26.7148,0.005935,1.52 LSB,PASS
715,26.7395,26.7344,0.005109,1.31 LSB,PASS
716,26.7582,26.7539,0.004270,1.09 LSB,PASS
717,26.7769,26.7734,0.003418,0.88 LSB,PASS
718,26.7955,26.7891,0.006460,1.65 LSB,PASS
719,26.8142,26.8086,0.005582,1.43 LSB,PASS
720,26.8328,26.8281,0.004691,1.20 LSB,PASS
721,26.8514,26.8477,0.003787,0.97 LSB,PASS
722,26.8701,26.8672,0.002870,0.73 LSB,PASS
723,26.8887,26.8828,0.005847,1.50 LSB,PASS
724,26.9072,26.9023,0.004904,1.26 LSB,PASS
725,26.9258,26.9219,0.003949,1.01 LSB,PASS
726,26.9444,26.9414,0.002981,0.76 LSB,PASS
727,26.9629,26.9570,0.005906,1.51 LSB,PASS
728,26.9815,26.9766,0.004913,1.26 LSB,PASS
729,27.0000,26.9961,0.003906,1.00 LSB,PASS
730,27.0185,27.0156,0.002887,0.74 LSB,PASS
731,27.0370,27.0312,0.005762,1.47 LSB,PASS
732,27.0555,27.0508,0.004717,1.21 LSB,PASS
733,27.0740,27.0703,0.003660,0.94 LSB,PASS
734,27.0924,27.0859,0.006497,1.66 LSB,PASS
735,27.1109,27.1055,0.005415,1.39 LSB,PASS
736,27.1293,27.1250,0.004320,1.11 LSB,PASS
737,27.1477,27.1445,0.003213,0.82 LSB,PASS
738,27.1662,27.1602,0.005999,1.54 LSB,PASS
739,27.1846,27.1797,0.004867,1.25 LSB,PASS
740,27.2029,27.1992,0.003722,0.95 LSB,PASS
741,27.2213,27.2148,0.006471,1.66 LSB,PASS
742,27.2397,27.2344,0.005302,1.36 LSB,PASS
743,27.2580,27.2539,0.004120,1.05 LSB,PASS
744,27.2764,27.2734,0.002926,0.75 LSB,PASS
745,27.2947,27.2891,0.005626,1.44 LSB,PASS
746,27.3130,27.3086,0.004407,1.13 LSB,PASS
747,27.3313,27.3281,0.003176,0.81 LSB,PASS
748,27.3496,27.3438,0.005839,1.49 LSB,PASS
749,27.3679,27.3633,0.004583,1.17 LSB,PASS
750,27.3861,27.3828,0.003315,0.85 LSB,PASS
751,27.4044,27.3984,0.005942,1.52 LSB,PASS
752,27.4226,27.4180,0.004650,1.19 LSB,PASS
753,27.4408,27.4375,0.003345,0.86 LSB,PASS
754,27.4591,27.4531,0.005935,1.52 LSB,PASS
755,27.4773,27.4727,0.004607,1.18 LSB,PASS
756,27.4955,27.4922,0.003267,0.84 LSB,PASS
757,27.5136,27.5078,0.005820,1.49 LSB,PASS
758,27.5318,27.5273,0.004456,1.14 LSB,PASS
759,27.5500,27.5469,0.003080,0.79 LSB,PASS
760,27.5681,27.5625,0.005598,1.43 LSB,PASS
761,27.5862,27.5820,0.004197,1.07 LSB,PASS
762,27.6043,27.5977,0.006691,1.71 LSB,PASS
763,27.6225,27.6172,0.005267,1.35 LSB,PASS
764,27.6405,27.6367,0.003831,0.98 LSB,PASS
765,27.6586,27.6523,0.006290,1.61 LSB,PASS
766,27.6767,27.6719,0.004830,1.24 LSB,PASS
767,27.6948,27.6914,0.003359,0.86 LSB,PASS
768,27.7128,27.7070,0.005782,1.48 LSB,PASS
769,27.7308,27.7266,0.004287,1.10 LSB,PASS
770,27.7489,27.7422,0.006686,1.71 LSB,PASS
771,27.7669,27.7617,0.005168,1.32 LSB,PASS
772,27.7849,27.7812,0.003638,0.93 LSB,PASS
773,27.8029,27.7969,0.006003,1.54 LSB,PASS
774,27.8209,27.8164,0.004449,1.14 LSB,PASS
775,27.8388,27.8320,0.006791,1.74 LSB,PASS
776,27.8568,27.8516,0.005214,1.33 LSB,PASS
777,27.8747,27.8711,0.003626,0.93 LSB,PASS
778,27.8927,27.8867,0.005933,1.52 LSB,PASS
779,27.9106,27.9062,0.004321,1.11 LSB,PASS
780,27.9285,27.9219,0.006605,1.69 LSB,PASS
781,27.9464,27.9414,0.004971,1.27 LSB,PASS
782,27.9643,27.9609,0.003325,0.85 LSB,PASS
783,27.9821,27.9766,0.005575,1.43 LSB,PASS
784,28.0000,27.9961,0.003906,1.00 LSB,PASS
785,28.0179,28.0117,0.006133,1.57 LSB,PASS
786,28.0357,28.0312,0.004442,1.14 LSB,PASS
787,28.0535,28.0469,0.006645,1.70 LSB,PASS
788,28.0713,28.0664,0.004931,1.26 LSB,PASS
789,28.0891,28.0859,0.003206,0.82 LSB,PASS
790,28.1069,28.1016,0.005376,1.38 LSB,PASS
791,28.1247,28.1211,0.003628,0.93 LSB,PASS
792,28.1425,28.1367,0.005776,1.48 LSB,PASS
793,28.1603,28.1562,0.004006,1.03 LSB,PASS
794,28.1780,28.1719,0.006131,1.57 LSB,PASS
795,28.1957,28.1914,0.004338,1.11 LSB,PASS
796,28.2135,28.2070,0.006441,1.65 LSB,PASS
797,28.2312,28.2266,0.004626,1.18 LSB,PASS
798,28.2489,28.2422,0.006706,1.72 LSB,PASS
799,28.2666,28.2617,0.004869,1.25 LSB,PASS
800,28.2843,28.2812,0.003021,0.77 LSB,PASS
801,28.3019,28.2969,0.005068,1.30 LSB,PASS
802,28.3196,28.3164,0.003198,0.82 LSB,PASS
803,28.3373,28.3320,0.005223,1.34 LSB,PASS
804,28.3549,28.3516,0.003331,0.85 LSB,PASS
805,28.3725,28.3672,0.005334,1.37 LSB,PASS
806,28.3901,28.3867,0.003420,0.88 LSB,PASS
807,28.4077,28.4023,0.005402,1.38 LSB,PASS
808,28.4253,28.4219,0.003466,0.89 LSB,PASS
809,28.4429,28.4375,0.005425,1.39 LSB,PASS
810,28.4605,28.4570,0.003468,0.89 LSB,PASS
811,28.4781,28.4727,0.005405,1.38 LSB,PASS
812,28.4956,28.4922,0.003426,0.88 LSB,PASS
813,28.5132,28.5078,0.005342,1.37 LSB,PASS
814,28.5307,28.5273,0.003341,0.86 LSB,PASS
815,28.5482,28.5430,0.005236,1.34 LSB,PASS
816,28.5657,28.5625,0.003214,0.82 LSB,PASS
817,28.5832,28.5781,0.005087,1.30 LSB,PASS
818,28.6007,28.5938,0.006949,1.78 LSB,PASS
819,28.6182,28.6133,0.004895,1.25 LSB,PASS
820,28.6356,28.6289,0.006736,1.72 LSB,PASS
821,28.6531,28.6484,0.004660,1.19 LSB,PASS
822,28.6705,28.6641,0.006480,1.66 LSB,PASS
823,28.6880,28.6836,0.004383,1.12 LSB,PASS
824,28.7054,28.6992,0.006181,1.58 LSB,PASS
825,28.7228,28.7188,0.004063,1.04 LSB,PASS
826,28.7402,28.7344,0.005841,1.50 LSB,PASS
827,28.7576,28.7539,0.003701,0.95 LSB,PASS
828,28.7750,28.7695,0.005458,1.40 LSB,PASS
829,28.7924,28.7891,0.003298,0.84 LSB,PASS
830,28.8097,28.8047,0.005033,1.29 LSB,PASS
831,28.8271,28.8203,0.006758,1.73 LSB,PASS
832,28.8444,28.8398,0.004566,1.17 LSB,PASS
833,28.8617,28.8555,0.006271,1.61 LSB,PASS
834,28.8791,28.8750,0.004058,1.04 LSB,PASS
835,28.8964,28.8906,0.005742,1.47 LSB,PASS
836,28.9137,28.9102,0.003508,0.90 LSB,PASS
837,28.9310,28.9258,0.005171,1.32 LSB,PASS
838,28.9482,28.9414,0.006823,1.75 LSB,PASS
839,28.9655,28.9609,0.004559,1.17 LSB,PASS
840,28.9828,28.9766,0.006191,1.58 LSB,PASS
841,29.0000,28.9961,0.003906,1.00 LSB,PASS
842,29.0172,29.0117,0.005518,1.41 LSB,PASS
843,29.0345,29.0312,0.003212,0.82 LSB,PASS
844,29.0517,29.0469,0.004803,1.23 LSB,PASS
845,29.0689,29.0625,0.006384,1.63 LSB,PASS
846,29.0861,29.0820,0.004048,1.04 LSB,PASS
847,29.1033,29.0977,0.005608,1.44 LSB,PASS
848,29.1204,29.1172,0.003252,0.83 LSB,PASS
849,29.1376,29.1328,0.004792,1.23 LSB,PASS
850,29.1548,29.1484,0.006322,1.62 LSB,PASS
851,29.1719,29.1680,0.003936,1.01 LSB,PASS
852,29.1890,29.1836,0.005445,1.39 LSB,PASS
853,29.2062,29.1992,0.006945,1.78 LSB,PASS
854,29.2233,29.2188,0.004528,1.16 LSB,PASS
855,29.2404,29.2344,0.006008,1.54 LSB,PASS
856,29.2575,29.2539,0.003571,0.91 LSB,PASS
857,29.2746,29.2695,0.005031,1.29 LSB,PASS
858,29.2916,29.2852,0.006481,1.66 LSB,PASS
859,29.3087,29.3047,0.004014,1.03 LSB,PASS
860,29.3258,29.3203,0.005444,1.39 LSB,PASS
861,29.3428,29.3359,0.006864,1.76 LSB,PASS
862,29.3598,29.3555,0.004368,1.12 LSB,PASS
863,29.3769,29.3711,0.005768,1.48 LSB,PASS
864,29.3939,29.3906,0.003252,0.83 LSB,PASS
865,29.4109,29.4062,0.004632,1.19 LSB,PASS
866,29.4279,29.4219,0.006003,1.54 LSB,PASS
867,29.4449,29.4414,0.003457,0.89 LSB,PASS
868,29.4618,29.4570,0.004808,1.23 LSB,PASS
869,29.4788,29.4727,0.006150,1.57 LSB,PASS
870,29.4958,29.4922,0.003575,0.92 LSB,PASS
871,29.5127,29.5078,0.004897,1.25 LSB,PASS
872,29.5296,29.5234,0.006209,1.59 LSB,PASS
873,29.5466,29.5430,0.003605,0.92 LSB,PASS
874,29.5635,29.5586,0.004897,1.25 LSB,PASS
875,29.5804,29.5742,0.006180,1.58 LSB,PASS
876,29.5973,29.5938,0.003547,0.91 LSB,PASS
877,29.6142,29.6094,0.004811,1.23 LSB,PASS
878,29.6311,29.6250,0.006065,1.55 LSB,PASS
879,29.6479,29.6445,0.003403,0.87 LSB,PASS
880,29.6648,29.6602,0.004638,1.19 LSB,PASS
881,29.6816,29.6758,0.005863,1.50 LSB,PASS
882,29.6985,29.6953,0.003172,0.81 LSB,PASS
883,29.7153,29.7109,0.004378,1.12 LSB,PASS
884,29.7321,29.7266,0.005575,1.43 LSB,PASS
885,29.7489,29.7422,0.006762,1.73 LSB,PASS
886,29.7658,29.7617,0.004033,1.03 LSB,PASS
887,29.7825,29.7773,0.005201,1.33 LSB,PASS
888,29.7993,29.7930,0.006360,1.63 LSB,PASS
889,29.8161,29.8125,0.003603,0.92 LSB,PASS
890,29.8329,29.8281,0.004743,1.21 LSB,PASS
891,29.8496,29.8438,0.005873,1.50 LSB,PASS
892,29.8664,29.8594,0.006994,1.79 LSB,PASS
893,29.8831,29.8789,0.004199,1.08 LSB,PASS
894,29.8998,29.8945,0.005302,1.36 LSB,PASS
895,29.9166,29.9102,0.006394,1.64 LSB,PASS
896,29.9333,29.9297,0.003572,0.91 LSB,PASS
897,29.9500,29.9453,0.004646,1.19 LSB,PASS
898,29.9666,29.9609,0.005711,1.46 LSB,PASS
899,29.9833,29.9766,0.006766,1.73 LSB,PASS
900,30.0000,29.9961,0.003906,1.00 LSB,PASS
901,30.0167,30.0117,0.004943,1.27 LSB,PASS
902,30.0333,30.0273,0.005971,1.53 LSB,PASS
903,30.0500,30.0430,0.006990,1.79 LSB,PASS
904,30.0666,30.0625,0.004093,1.05 LSB,PASS
905,30.0832,30.0781,0.005093,1.30 LSB,PASS
906,30.0998,30.0938,0.006084,1.56 LSB,PASS
907,30.1164,30.1094,0.007066,1.81 LSB,PASS
908,30.1330,30.1289,0.004132,1.06 LSB,PASS
909,30.1496,30.1445,0.005096,1.30 LSB,PASS
910,30.1662,30.1602,0.006050,1.55 LSB,PASS
911,30.1828,30.1758,0.006995,1.79 LSB,PASS
912,30.1993,30.1953,0.004025,1.03 LSB,PASS
913,30.2159,30.2109,0.004952,1.27 LSB,PASS
914,30.2324,30.2266,0.005870,1.50 LSB,PASS
915,30.2490,30.2422,0.006779,1.74 LSB,PASS
916,30.2655,30.2617,0.003773,0.97 LSB,PASS
917,30.2820,30.2773,0.004664,1.19 LSB,PASS
918,30.2985,30.2930,0.005546,1.42 LSB,PASS
919,30.3150,30.3086,0.006419,1.64 LSB,PASS
920,30.3315,30.3281,0.003377,0.86 LSB,PASS
921,30.3480,30.3438,0.004232,1.08 LSB,PASS
922,30.3645,30.3594,0.005078,1.30 LSB,PASS
923,30.3809,30.3750,0.005915,1.51 LSB,PASS
924,30.3974,30.3906,0.006743,1.73 LSB,PASS
925,30.4138,30.4102,0.003656,0.94 LSB,PASS
926,30.4302,30.4258,0.004467,1.14 LSB,PASS
927,30.4467,30.4414,0.005268,1.35 LSB,PASS
928,30.4631,30.4570,0.006061,1.55 LSB,PASS
929,30.4795,30.4727,0.006845,1.75 LSB,PASS
930,30.4959,30.4922,0.003714,0.95 LSB,PASS
931,30.5123,30.5078,0.004480,1.15 LSB,PASS
932,30.5287,30.5234,0.005238,1.34 LSB,PASS
933,30.5450,30.5391,0.005986,1.53 LSB,PASS
934,30.5614,30.5547,0.006726,1.72 LSB,PASS
935,30.5778,30.5742,0.003551,0.91 LSB,PASS
936,30.5941,30.5898,0.004273,1.09 LSB,PASS
937,30.6105,30.6055,0.004987,1.28 LSB,PASS
938,30.6268,30.6211,0.005692,1.46 LSB,PASS
939,30.6431,30.6367,0.006388,1.64 LSB,PASS
940,30.6594,30.6523,0.007076,1.81 LSB,PASS
941,30.6757,30.6719,0.003848,0.99 LSB,PASS
942,30.6920,30.6875,0.004519,1.16 LSB,PASS
943,30.7083,30.7031,0.005180,1.33 LSB,PASS
944,30.7246,30.7188,0.005833,1.49 LSB,PASS
945,30.7409,30.7344,0.006477,1.66 LSB,PASS
946,30.7571,30.7500,0.007113,1.82 LSB,PASS
947,30.7734,30.7695,0.003834,0.98 LSB,PASS
948,30.7896,30.7852,0.004452,1.14 LSB,PASS
949,30.8058,30.8008,0.005062,1.30 LSB,PASS
950,30.8221,30.8164,0.005664,1.45 LSB,PASS
951,30.8383,30.8320,0.006257,1.60 LSB,PASS
952,30.8545,30.8477,0.006841,1.75 LSB,PASS
953,30.8707,30.8672,0.003511,0.90 LSB,PASS
954,30.8869,30.8828,0.004078,1.04 LSB,PASS
955,30.9031,30.8984,0.004637,1.19 LSB,PASS
956,30.9192,30.9141,0.005187,1.33 LSB,PASS
957,30.9354,30.9297,0.005729,1.47 LSB,PASS
958,30.9516,30.9453,0.006263,1.60 LSB,PASS
959,30.9677,30.9609,0.006788,1.74 LSB,PASS
960,30.9839,30.9805,0.003398,0.87 LSB,PASS
961,31.0000,30.9961,0.003906,1.00 LSB,PASS
962,31.0161,31.0117,0.004406,1.13 LSB,PASS
